date,value,,
03/01/2000,101,101,101
04/01/2000,103,103,103
05/01/2000,104,104,104
06/01/2000,104,104,104
07/01/2000,103,103,103
10/01/2000,102,102,102
11/01/2000,103,103,103
12/01/2000,103,103,103
13/01/2000,103,103,103
14/01/2000,102,102,102
17/01/2000,101,101,101
18/01/2000,101,101,101
19/01/2000,101,101,101
20/01/2000,101,101,101
21/01/2000,101,101,101
24/01/2000,100,100,100
25/01/2000,100,100,100
26/01/2000,100,100,100
27/01/2000,100,100,100
28/01/2000,98,98,98
31/01/2000,98,98,98
01/02/2000,97,97,97
02/02/2000,97,97,97
03/02/2000,97,97,97
04/02/2000,98,98,98
07/02/2000,98,98,98
08/02/2000,99,99,99
09/02/2000,99,99,99
10/02/2000,99,99,99
11/02/2000,98,98,98
14/02/2000,99,99,99
15/02/2000,98,98,98
16/02/2000,98,98,98
17/02/2000,99,99,99
18/02/2000,99,99,99
21/02/2000,99,99,99
22/02/2000,100,100,100
23/02/2000,101,101,101
24/02/2000,99,99,99
25/02/2000,98,98,98
28/02/2000,96,96,96
29/02/2000,97,97,97
01/03/2000,97,97,97
02/03/2000,97,97,97
03/03/2000,97,97,97
06/03/2000,96,96,96
07/03/2000,96,96,96
08/03/2000,95,95,95
09/03/2000,96,96,96
10/03/2000,96,96,96
13/03/2000,97,97,97
14/03/2000,96,96,96
15/03/2000,96,96,96
16/03/2000,97,97,97
17/03/2000,97,97,97
20/03/2000,97,97,97
21/03/2000,97,97,97
22/03/2000,96,96,96
23/03/2000,97,97,97
24/03/2000,97,97,97
27/03/2000,97,97,97
28/03/2000,96,96,96
29/03/2000,96,96,96
30/03/2000,96,96,96
31/03/2000,96,96,96
03/04/2000,96,96,96
04/04/2000,95,95,95
05/04/2000,97,97,97
06/04/2000,96,96,96
07/04/2000,96,96,96
10/04/2000,96,96,96
11/04/2000,96,96,96
12/04/2000,96,96,96
13/04/2000,95,95,95
14/04/2000,95,95,95
17/04/2000,96,96,96
18/04/2000,95,95,95
19/04/2000,95,95,95
20/04/2000,94,94,94
21/04/2000,0,94,94
24/04/2000,0,0,94
25/04/2000,93,93,93
26/04/2000,92,92,92
27/04/2000,92,92,92
28/04/2000,91,91,91
01/05/2000,0,91,91
02/05/2000,91,91,91
03/05/2000,89,89,89
04/05/2000,89,89,89
05/05/2000,90,90,90
08/05/2000,90,90,90
09/05/2000,90,90,90
10/05/2000,91,91,91
11/05/2000,91,91,91
12/05/2000,90,90,90
15/05/2000,91,91,91
16/05/2000,91,91,91
17/05/2000,89,89,89
18/05/2000,89,89,89
19/05/2000,89,89,89
22/05/2000,90,90,90
23/05/2000,91,91,91
24/05/2000,91,91,91
25/05/2000,90,90,90
26/05/2000,91,91,91
29/05/2000,93,93,93
30/05/2000,94,94,94
31/05/2000,93,93,93
01/06/2000,93,93,93
02/06/2000,94,94,94
05/06/2000,94,94,94
06/06/2000,95,95,95
07/06/2000,96,96,96
08/06/2000,97,97,97
09/06/2000,95,95,95
12/06/2000,95,95,95
13/06/2000,96,96,96
14/06/2000,96,96,96
15/06/2000,95,95,95
16/06/2000,96,96,96
19/06/2000,96,96,96
20/06/2000,95,95,95
21/06/2000,95,95,95
22/06/2000,94,94,94
23/06/2000,94,94,94
26/06/2000,93,93,93
27/06/2000,94,94,94
28/06/2000,94,94,94
29/06/2000,95,95,95
30/06/2000,96,96,96
03/07/2000,95,95,95
04/07/2000,95,95,95
05/07/2000,95,95,95
06/07/2000,95,95,95
07/07/2000,95,95,95
10/07/2000,95,95,95
11/07/2000,95,95,95
12/07/2000,95,95,95
13/07/2000,93,93,93
14/07/2000,93,93,93
17/07/2000,94,94,94
18/07/2000,94,94,94
19/07/2000,92,92,92
20/07/2000,92,92,92
21/07/2000,94,94,94
24/07/2000,93,93,93
25/07/2000,94,94,94
26/07/2000,94,94,94
27/07/2000,94,94,94
28/07/2000,93,93,93
31/07/2000,92,92,92
01/08/2000,93,93,93
02/08/2000,91,91,91
03/08/2000,90,90,90
04/08/2000,90,90,90
07/08/2000,91,91,91
08/08/2000,90,90,90
09/08/2000,90,90,90
10/08/2000,90,90,90
11/08/2000,91,91,91
14/08/2000,90,90,90
15/08/2000,91,91,91
16/08/2000,91,91,91
17/08/2000,91,91,91
18/08/2000,91,91,91
21/08/2000,90,90,90
22/08/2000,90,90,90
23/08/2000,89,89,89
24/08/2000,90,90,90
25/08/2000,90,90,90
28/08/2000,90,90,90
29/08/2000,90,90,90
30/08/2000,89,89,89
31/08/2000,89,89,89
01/09/2000,89,89,89
04/09/2000,90,90,90
05/09/2000,89,89,89
06/09/2000,88,88,88
07/09/2000,87,87,87
08/09/2000,87,87,87
11/09/2000,86,86,86
12/09/2000,86,86,86
13/09/2000,87,87,87
14/09/2000,87,87,87
15/09/2000,86,86,86
18/09/2000,85,85,85
19/09/2000,85,85,85
20/09/2000,85,85,85
21/09/2000,85,85,85
22/09/2000,89,89,89
25/09/2000,88,88,88
26/09/2000,88,88,88
27/09/2000,89,89,89
28/09/2000,88,88,88
29/09/2000,88,88,88
02/10/2000,88,88,88
03/10/2000,88,88,88
04/10/2000,87,87,87
05/10/2000,88,88,88
06/10/2000,87,87,87
09/10/2000,87,87,87
10/10/2000,87,87,87
11/10/2000,87,87,87
12/10/2000,86,86,86
13/10/2000,86,86,86
16/10/2000,85,85,85
17/10/2000,85,85,85
18/10/2000,85,85,85
19/10/2000,84,84,84
20/10/2000,85,85,85
23/10/2000,84,84,84
24/10/2000,84,84,84
25/10/2000,83,83,83
26/10/2000,83,83,83
27/10/2000,83,83,83
30/10/2000,85,85,85
31/10/2000,84,84,84
01/11/2000,86,86,86
02/11/2000,86,86,86
03/11/2000,87,87,87
06/11/2000,87,87,87
07/11/2000,86,86,86
08/11/2000,86,86,86
09/11/2000,85,85,85
10/11/2000,87,87,87
13/11/2000,86,86,86
14/11/2000,86,86,86
15/11/2000,86,86,86
16/11/2000,86,86,86
17/11/2000,85,85,85
20/11/2000,85,85,85
21/11/2000,85,85,85
22/11/2000,84,84,84
23/11/2000,84,84,84
24/11/2000,84,84,84
27/11/2000,84,84,84
28/11/2000,86,86,86
29/11/2000,87,87,87
30/11/2000,87,87,87
01/12/2000,87,87,87
04/12/2000,89,89,89
05/12/2000,88,88,88
06/12/2000,88,88,88
07/12/2000,89,89,89
08/12/2000,89,89,89
11/12/2000,88,88,88
12/12/2000,88,88,88
13/12/2000,87,87,87
14/12/2000,88,88,88
15/12/2000,90,90,90
18/12/2000,90,90,90
19/12/2000,89,89,89
20/12/2000,91,91,91
21/12/2000,91,91,91
22/12/2000,92,92,92
25/12/2000,0,92,92
26/12/2000,0,0,92
27/12/2000,93,93,93
28/12/2000,93,93,93
29/12/2000,93,93,93
01/01/2001,0,93,93
02/01/2001,94,94,94
03/01/2001,95,95,95
04/01/2001,95,95,95
05/01/2001,95,95,95
08/01/2001,95,95,95
09/01/2001,94,94,94
10/01/2001,94,94,94
11/01/2001,95,95,95
12/01/2001,95,95,95
15/01/2001,94,94,94
16/01/2001,94,94,94
17/01/2001,94,94,94
18/01/2001,94,94,94
19/01/2001,94,94,94
22/01/2001,93,93,93
23/01/2001,94,94,94
24/01/2001,93,93,93
25/01/2001,91,91,91
26/01/2001,92,92,92
29/01/2001,92,92,92
30/01/2001,92,92,92
31/01/2001,93,93,93
01/02/2001,94,94,94
02/02/2001,94,94,94
05/02/2001,94,94,94
06/02/2001,93,93,93
07/02/2001,93,93,93
08/02/2001,92,92,92
09/02/2001,92,92,92
12/02/2001,93,93,93
13/02/2001,93,93,93
14/02/2001,92,92,92
15/02/2001,91,91,91
16/02/2001,91,91,91
19/02/2001,92,92,92
20/02/2001,91,91,91
21/02/2001,91,91,91
22/02/2001,91,91,91
23/02/2001,91,91,91
26/02/2001,91,91,91
27/02/2001,92,92,92
28/02/2001,92,92,92
01/03/2001,93,93,93
02/03/2001,94,94,94
05/03/2001,93,93,93
06/03/2001,93,93,93
07/03/2001,93,93,93
08/03/2001,93,93,93
09/03/2001,94,94,94
12/03/2001,93,93,93
13/03/2001,92,92,92
14/03/2001,92,92,92
15/03/2001,91,91,91
16/03/2001,89,89,89
19/03/2001,90,90,90
20/03/2001,90,90,90
21/03/2001,90,90,90
22/03/2001,89,89,89
23/03/2001,89,89,89
26/03/2001,89,89,89
27/03/2001,90,90,90
28/03/2001,89,89,89
29/03/2001,88,88,88
30/03/2001,88,88,88
02/04/2001,88,88,88
03/04/2001,88,88,88
04/04/2001,90,90,90
05/04/2001,90,90,90
06/04/2001,89,89,89
09/04/2001,90,90,90
10/04/2001,89,89,89
11/04/2001,88,88,88
12/04/2001,88,88,88
13/04/2001,0,88,88
16/04/2001,0,0,88
17/04/2001,88,88,88
18/04/2001,88,88,88
19/04/2001,88,88,88
20/04/2001,90,90,90
23/04/2001,90,90,90
24/04/2001,90,90,90
25/04/2001,89,89,89
26/04/2001,90,90,90
27/04/2001,90,90,90
30/04/2001,89,89,89
01/05/2001,0,89,89
02/05/2001,89,89,89
03/05/2001,89,89,89
04/05/2001,89,89,89
07/05/2001,89,89,89
08/05/2001,89,89,89
09/05/2001,88,88,88
10/05/2001,89,89,89
11/05/2001,88,88,88
14/05/2001,87,87,87
15/05/2001,88,88,88
16/05/2001,88,88,88
17/05/2001,88,88,88
18/05/2001,88,88,88
21/05/2001,88,88,88
22/05/2001,87,87,87
23/05/2001,86,86,86
24/05/2001,86,86,86
25/05/2001,86,86,86
28/05/2001,86,86,86
29/05/2001,86,86,86
30/05/2001,86,86,86
31/05/2001,85,85,85
01/06/2001,85,85,85
04/06/2001,85,85,85
05/06/2001,85,85,85
06/06/2001,85,85,85
07/06/2001,85,85,85
08/06/2001,85,85,85
11/06/2001,85,85,85
12/06/2001,85,85,85
13/06/2001,85,85,85
14/06/2001,85,85,85
15/06/2001,87,87,87
18/06/2001,86,86,86
19/06/2001,86,86,86
20/06/2001,85,85,85
21/06/2001,86,86,86
22/06/2001,85,85,85
25/06/2001,86,86,86
26/06/2001,86,86,86
27/06/2001,86,86,86
28/06/2001,85,85,85
29/06/2001,85,85,85
02/07/2001,85,85,85
03/07/2001,85,85,85
04/07/2001,85,85,85
05/07/2001,84,84,84
06/07/2001,84,84,84
09/07/2001,85,85,85
10/07/2001,85,85,85
11/07/2001,86,86,86
12/07/2001,85,85,85
13/07/2001,85,85,85
16/07/2001,86,86,86
17/07/2001,85,85,85
18/07/2001,86,86,86
19/07/2001,87,87,87
20/07/2001,88,88,88
23/07/2001,87,87,87
24/07/2001,87,87,87
25/07/2001,88,88,88
26/07/2001,88,88,88
27/07/2001,88,88,88
30/07/2001,88,88,88
31/07/2001,88,88,88
01/08/2001,88,88,88
02/08/2001,88,88,88
03/08/2001,88,88,88
06/08/2001,88,88,88
07/08/2001,88,88,88
08/08/2001,88,88,88
09/08/2001,89,89,89
10/08/2001,89,89,89
13/08/2001,90,90,90
14/08/2001,90,90,90
15/08/2001,91,91,91
16/08/2001,91,91,91
17/08/2001,91,91,91
20/08/2001,91,91,91
21/08/2001,91,91,91
22/08/2001,92,92,92
23/08/2001,91,91,91
24/08/2001,91,91,91
27/08/2001,91,91,91
28/08/2001,90,90,90
29/08/2001,91,91,91
30/08/2001,91,91,91
31/08/2001,92,92,92
03/09/2001,91,91,91
04/09/2001,90,90,90
05/09/2001,89,89,89
06/09/2001,89,89,89
07/09/2001,90,90,90
10/09/2001,90,90,90
11/09/2001,90,90,90
12/09/2001,91,91,91
13/09/2001,91,91,91
14/09/2001,92,92,92
17/09/2001,93,93,93
18/09/2001,93,93,93
19/09/2001,93,93,93
20/09/2001,93,93,93
21/09/2001,92,92,92
24/09/2001,92,92,92
25/09/2001,92,92,92
26/09/2001,92,92,92
27/09/2001,92,92,92
28/09/2001,91,91,91
01/10/2001,91,91,91
02/10/2001,92,92,92
03/10/2001,92,92,92
04/10/2001,91,91,91
05/10/2001,92,92,92
08/10/2001,92,92,92
09/10/2001,92,92,92
10/10/2001,91,91,91
11/10/2001,91,91,91
12/10/2001,90,90,90
15/10/2001,91,91,91
16/10/2001,91,91,91
17/10/2001,90,90,90
18/10/2001,90,90,90
19/10/2001,90,90,90
22/10/2001,90,90,90
23/10/2001,89,89,89
24/10/2001,89,89,89
25/10/2001,89,89,89
26/10/2001,89,89,89
29/10/2001,90,90,90
30/10/2001,91,91,91
31/10/2001,90,90,90
01/11/2001,91,91,91
02/11/2001,91,91,91
05/11/2001,90,90,90
06/11/2001,90,90,90
07/11/2001,90,90,90
08/11/2001,90,90,90
09/11/2001,89,89,89
12/11/2001,89,89,89
13/11/2001,88,88,88
14/11/2001,88,88,88
15/11/2001,88,88,88
16/11/2001,88,88,88
19/11/2001,88,88,88
20/11/2001,88,88,88
21/11/2001,88,88,88
22/11/2001,88,88,88
23/11/2001,88,88,88
26/11/2001,88,88,88
27/11/2001,88,88,88
28/11/2001,88,88,88
29/11/2001,89,89,89
30/11/2001,89,89,89
03/12/2001,89,89,89
04/12/2001,89,89,89
05/12/2001,89,89,89
06/12/2001,89,89,89
07/12/2001,89,89,89
10/12/2001,89,89,89
11/12/2001,89,89,89
12/12/2001,89,89,89
13/12/2001,90,90,90
14/12/2001,90,90,90
17/12/2001,90,90,90
18/12/2001,90,90,90
19/12/2001,90,90,90
20/12/2001,90,90,90
21/12/2001,89,89,89
24/12/2001,88,88,88
25/12/2001,0,88,88
26/12/2001,0,0,88
27/12/2001,88,88,88
28/12/2001,88,88,88
31/12/2001,0,88,88
01/01/2002,0,0,88
02/01/2002,90,90,90
03/01/2002,90,90,90
04/01/2002,90,90,90
07/01/2002,89,89,89
08/01/2002,89,89,89
09/01/2002,89,89,89
10/01/2002,89,89,89
11/01/2002,89,89,89
14/01/2002,89,89,89
15/01/2002,89,89,89
16/01/2002,88,88,88
17/01/2002,88,88,88
18/01/2002,88,88,88
21/01/2002,88,88,88
22/01/2002,88,88,88
23/01/2002,89,89,89
24/01/2002,88,88,88
25/01/2002,87,87,87
28/01/2002,86,86,86
29/01/2002,86,86,86
30/01/2002,86,86,86
31/01/2002,86,86,86
01/02/2002,86,86,86
04/02/2002,86,86,86
05/02/2002,87,87,87
06/02/2002,87,87,87
07/02/2002,87,87,87
08/02/2002,87,87,87
11/02/2002,88,88,88
12/02/2002,88,88,88
13/02/2002,87,87,87
14/02/2002,87,87,87
15/02/2002,87,87,87
18/02/2002,87,87,87
19/02/2002,87,87,87
20/02/2002,87,87,87
21/02/2002,87,87,87
22/02/2002,87,87,87
25/02/2002,87,87,87
26/02/2002,87,87,87
27/02/2002,86,86,86
28/02/2002,87,87,87
01/03/2002,87,87,87
04/03/2002,86,86,86
05/03/2002,87,87,87
06/03/2002,87,87,87
07/03/2002,88,88,88
08/03/2002,88,88,88
11/03/2002,87,87,87
12/03/2002,87,87,87
13/03/2002,87,87,87
14/03/2002,88,88,88
15/03/2002,89,89,89
18/03/2002,88,88,88
19/03/2002,88,88,88
20/03/2002,88,88,88
21/03/2002,88,88,88
22/03/2002,88,88,88
25/03/2002,88,88,88
26/03/2002,87,87,87
27/03/2002,87,87,87
28/03/2002,87,87,87
29/03/2002,0,87,87
01/04/2002,0,0,87
02/04/2002,88,88,88
03/04/2002,88,88,88
04/04/2002,88,88,88
05/04/2002,88,88,88
08/04/2002,88,88,88
09/04/2002,88,88,88
10/04/2002,88,88,88
11/04/2002,88,88,88
12/04/2002,88,88,88
15/04/2002,88,88,88
16/04/2002,88,88,88
17/04/2002,89,89,89
18/04/2002,89,89,89
19/04/2002,89,89,89
22/04/2002,89,89,89
23/04/2002,89,89,89
24/04/2002,89,89,89
25/04/2002,90,90,90
26/04/2002,90,90,90
29/04/2002,90,90,90
30/04/2002,90,90,90
01/05/2002,0,90,90
02/05/2002,90,90,90
03/05/2002,91,91,91
06/05/2002,91,91,91
07/05/2002,91,91,91
08/05/2002,91,91,91
09/05/2002,91,91,91
10/05/2002,91,91,91
13/05/2002,91,91,91
14/05/2002,91,91,91
15/05/2002,90,90,90
16/05/2002,91,91,91
17/05/2002,92,92,92
20/05/2002,92,92,92
21/05/2002,92,92,92
22/05/2002,93,93,93
23/05/2002,92,92,92
24/05/2002,92,92,92
27/05/2002,92,92,92
28/05/2002,93,93,93
29/05/2002,93,93,93
30/05/2002,94,94,94
31/05/2002,94,94,94
03/06/2002,93,93,93
04/06/2002,94,94,94
05/06/2002,94,94,94
06/06/2002,94,94,94
07/06/2002,95,95,95
10/06/2002,95,95,95
11/06/2002,94,94,94
12/06/2002,95,95,95
13/06/2002,94,94,94
14/06/2002,95,95,95
17/06/2002,94,94,94
18/06/2002,95,95,95
19/06/2002,96,96,96
20/06/2002,96,96,96
21/06/2002,96,96,96
24/06/2002,98,98,98
25/06/2002,97,97,97
26/06/2002,99,99,99
27/06/2002,98,98,98
28/06/2002,100,100,100
01/07/2002,99,99,99
02/07/2002,98,98,98
03/07/2002,98,98,98
04/07/2002,98,98,98
05/07/2002,97,97,97
08/07/2002,98,98,98
09/07/2002,99,99,99
10/07/2002,99,99,99
11/07/2002,98,98,98
12/07/2002,99,99,99
15/07/2002,100,100,100
16/07/2002,101,101,101
17/07/2002,101,101,101
18/07/2002,101,101,101
19/07/2002,101,101,101
22/07/2002,101,101,101
23/07/2002,99,99,99
24/07/2002,99,99,99
25/07/2002,100,100,100
26/07/2002,100,100,100
29/07/2002,98,98,98
30/07/2002,98,98,98
31/07/2002,98,98,98
01/08/2002,98,98,98
02/08/2002,99,99,99
05/08/2002,98,98,98
06/08/2002,97,97,97
07/08/2002,97,97,97
08/08/2002,97,97,97
09/08/2002,97,97,97
12/08/2002,98,98,98
13/08/2002,98,98,98
14/08/2002,99,99,99
15/08/2002,98,98,98
16/08/2002,98,98,98
19/08/2002,98,98,98
20/08/2002,98,98,98
21/08/2002,98,98,98
22/08/2002,98,98,98
23/08/2002,97,97,97
26/08/2002,97,97,97
27/08/2002,98,98,98
28/08/2002,98,98,98
29/08/2002,98,98,98
30/08/2002,98,98,98
02/09/2002,98,98,98
03/09/2002,99,99,99
04/09/2002,99,99,99
05/09/2002,100,100,100
06/09/2002,99,99,99
09/09/2002,98,98,98
10/09/2002,98,98,98
11/09/2002,97,97,97
12/09/2002,98,98,98
13/09/2002,98,98,98
16/09/2002,97,97,97
17/09/2002,96,96,96
18/09/2002,97,97,97
19/09/2002,98,98,98
20/09/2002,98,98,98
23/09/2002,98,98,98
24/09/2002,98,98,98
25/09/2002,98,98,98
26/09/2002,98,98,98
27/09/2002,98,98,98
30/09/2002,99,99,99
01/10/2002,99,99,99
02/10/2002,98,98,98
03/10/2002,99,99,99
04/10/2002,99,99,99
07/10/2002,98,98,98
08/10/2002,98,98,98
09/10/2002,98,98,98
10/10/2002,99,99,99
11/10/2002,99,99,99
14/10/2002,99,99,99
15/10/2002,98,98,98
16/10/2002,98,98,98
17/10/2002,98,98,98
18/10/2002,97,97,97
21/10/2002,97,97,97
22/10/2002,98,98,98
23/10/2002,98,98,98
24/10/2002,97,97,97
25/10/2002,98,98,98
28/10/2002,97,97,97
29/10/2002,98,98,98
30/10/2002,98,98,98
31/10/2002,99,99,99
01/11/2002,100,100,100
04/11/2002,99,99,99
05/11/2002,100,100,100
06/11/2002,100,100,100
07/11/2002,100,100,100
08/11/2002,101,101,101
11/11/2002,101,101,101
12/11/2002,101,101,101
13/11/2002,101,101,101
14/11/2002,101,101,101
15/11/2002,100,100,100
18/11/2002,101,101,101
19/11/2002,101,101,101
20/11/2002,100,100,100
21/11/2002,100,100,100
22/11/2002,100,100,100
25/11/2002,99,99,99
26/11/2002,99,99,99
27/11/2002,99,99,99
28/11/2002,99,99,99
29/11/2002,99,99,99
02/12/2002,99,99,99
03/12/2002,100,100,100
04/12/2002,100,100,100
05/12/2002,100,100,100
06/12/2002,100,100,100
09/12/2002,101,101,101
10/12/2002,101,101,101
11/12/2002,101,101,101
12/12/2002,102,102,102
13/12/2002,102,102,102
16/12/2002,102,102,102
17/12/2002,103,103,103
18/12/2002,102,102,102
19/12/2002,103,103,103
20/12/2002,103,103,103
23/12/2002,103,103,103
24/12/2002,103,103,103
25/12/2002,0,103,103
26/12/2002,0,0,103
27/12/2002,104,104,104
30/12/2002,104,104,104
31/12/2002,105,105,105
01/01/2003,0,105,105
02/01/2003,104,104,104
03/01/2003,104,104,104
06/01/2003,105,105,105
07/01/2003,104,104,104
08/01/2003,104,104,104
09/01/2003,105,105,105
10/01/2003,105,105,105
13/01/2003,105,105,105
14/01/2003,106,106,106
15/01/2003,105,105,105
16/01/2003,106,106,106
17/01/2003,107,107,107
20/01/2003,107,107,107
21/01/2003,107,107,107
22/01/2003,107,107,107
23/01/2003,108,108,108
24/01/2003,108,108,108
27/01/2003,109,109,109
28/01/2003,108,108,108
29/01/2003,109,109,109
30/01/2003,107,107,107
31/01/2003,108,108,108
03/02/2003,107,107,107
04/02/2003,108,108,108
05/02/2003,109,109,109
06/02/2003,108,108,108
07/02/2003,108,108,108
10/02/2003,108,108,108
11/02/2003,107,107,107
12/02/2003,107,107,107
13/02/2003,108,108,108
14/02/2003,108,108,108
17/02/2003,107,107,107
18/02/2003,107,107,107
19/02/2003,107,107,107
20/02/2003,108,108,108
21/02/2003,108,108,108
24/02/2003,107,107,107
25/02/2003,108,108,108
26/02/2003,108,108,108
27/02/2003,108,108,108
28/02/2003,108,108,108
03/03/2003,108,108,108
04/03/2003,109,109,109
05/03/2003,110,110,110
06/03/2003,110,110,110
07/03/2003,110,110,110
10/03/2003,110,110,110
11/03/2003,111,111,111
12/03/2003,110,110,110
13/03/2003,109,109,109
14/03/2003,108,108,108
17/03/2003,108,108,108
18/03/2003,106,106,106
19/03/2003,106,106,106
20/03/2003,106,106,106
21/03/2003,106,106,106
24/03/2003,106,106,106
25/03/2003,107,107,107
26/03/2003,107,107,107
27/03/2003,107,107,107
28/03/2003,107,107,107
31/03/2003,109,109,109
01/04/2003,109,109,109
02/04/2003,108,108,108
03/04/2003,107,107,107
04/04/2003,107,107,107
07/04/2003,106,106,106
08/04/2003,107,107,107
09/04/2003,107,107,107
10/04/2003,108,108,108
11/04/2003,107,107,107
14/04/2003,107,107,107
15/04/2003,108,108,108
16/04/2003,108,108,108
17/04/2003,109,109,109
18/04/2003,0,109,109
21/04/2003,0,0,109
22/04/2003,110,110,110
23/04/2003,109,109,109
24/04/2003,110,110,110
25/04/2003,110,110,110
28/04/2003,110,110,110
29/04/2003,110,110,110
30/04/2003,111,111,111
01/05/2003,0,111,111
02/05/2003,112,112,112
05/05/2003,112,112,112
06/05/2003,113,113,113
07/05/2003,114,114,114
08/05/2003,114,114,114
09/05/2003,115,115,115
12/05/2003,116,116,116
13/05/2003,115,115,115
14/05/2003,115,115,115
15/05/2003,115,115,115
16/05/2003,115,115,115
19/05/2003,117,117,117
20/05/2003,116,116,116
21/05/2003,117,117,117
22/05/2003,117,117,117
23/05/2003,118,118,118
26/05/2003,118,118,118
27/05/2003,119,119,119
28/05/2003,117,117,117
29/05/2003,118,118,118
30/05/2003,118,118,118
02/06/2003,117,117,117
03/06/2003,117,117,117
04/06/2003,117,117,117
05/06/2003,118,118,118
06/06/2003,118,118,118
09/06/2003,117,117,117
10/06/2003,117,117,117
11/06/2003,117,117,117
12/06/2003,117,117,117
13/06/2003,118,118,118
16/06/2003,119,119,119
17/06/2003,118,118,118
18/06/2003,117,117,117
19/06/2003,117,117,117
20/06/2003,117,117,117
23/06/2003,115,115,115
24/06/2003,116,116,116
25/06/2003,116,116,116
26/06/2003,114,114,114
27/06/2003,114,114,114
30/06/2003,114,114,114
01/07/2003,115,115,115
02/07/2003,115,115,115
03/07/2003,115,115,115
04/07/2003,115,115,115
07/07/2003,114,114,114
08/07/2003,113,113,113
09/07/2003,114,114,114
10/07/2003,113,113,113
11/07/2003,113,113,113
14/07/2003,113,113,113
15/07/2003,113,113,113
16/07/2003,111,111,111
17/07/2003,112,112,112
18/07/2003,112,112,112
21/07/2003,113,113,113
22/07/2003,113,113,113
23/07/2003,114,114,114
24/07/2003,115,115,115
25/07/2003,115,115,115
28/07/2003,115,115,115
29/07/2003,115,115,115
30/07/2003,114,114,114
31/07/2003,113,113,113
01/08/2003,112,112,112
04/08/2003,113,113,113
05/08/2003,113,113,113
06/08/2003,114,114,114
07/08/2003,114,114,114
08/08/2003,113,113,113
11/08/2003,113,113,113
12/08/2003,113,113,113
13/08/2003,113,113,113
14/08/2003,113,113,113
15/08/2003,112,112,112
18/08/2003,112,112,112
19/08/2003,111,111,111
20/08/2003,111,111,111
21/08/2003,110,110,110
22/08/2003,109,109,109
25/08/2003,109,109,109
26/08/2003,108,108,108
27/08/2003,109,109,109
28/08/2003,108,108,108
29/08/2003,109,109,109
01/09/2003,110,110,110
02/09/2003,108,108,108
03/09/2003,108,108,108
04/09/2003,108,108,108
05/09/2003,109,109,109
08/09/2003,111,111,111
09/09/2003,111,111,111
10/09/2003,112,112,112
11/09/2003,112,112,112
12/09/2003,112,112,112
15/09/2003,113,113,113
16/09/2003,112,112,112
17/09/2003,112,112,112
18/09/2003,113,113,113
19/09/2003,113,113,113
22/09/2003,115,115,115
23/09/2003,115,115,115
24/09/2003,115,115,115
25/09/2003,115,115,115
26/09/2003,115,115,115
29/09/2003,114,114,114
30/09/2003,117,117,117
01/10/2003,117,117,117
02/10/2003,117,117,117
03/10/2003,117,117,117
06/10/2003,116,116,116
07/10/2003,118,118,118
08/10/2003,118,118,118
09/10/2003,118,118,118
10/10/2003,118,118,118
13/10/2003,117,117,117
14/10/2003,116,116,116
15/10/2003,117,117,117
16/10/2003,116,116,116
17/10/2003,116,116,116
20/10/2003,116,116,116
21/10/2003,116,116,116
22/10/2003,117,117,117
23/10/2003,118,118,118
24/10/2003,118,118,118
27/10/2003,117,117,117
28/10/2003,117,117,117
29/10/2003,117,117,117
30/10/2003,117,117,117
31/10/2003,116,116,116
03/11/2003,116,116,116
04/11/2003,115,115,115
05/11/2003,115,115,115
06/11/2003,114,114,114
07/11/2003,114,114,114
10/11/2003,115,115,115
11/11/2003,115,115,115
12/11/2003,116,116,116
13/11/2003,117,117,117
14/11/2003,118,118,118
17/11/2003,118,118,118
18/11/2003,118,118,118
19/11/2003,119,119,119
20/11/2003,119,119,119
21/11/2003,119,119,119
24/11/2003,118,118,118
25/11/2003,118,118,118
26/11/2003,118,118,118
27/11/2003,119,119,119
28/11/2003,120,120,120
01/12/2003,120,120,120
02/12/2003,120,120,120
03/12/2003,121,121,121
04/12/2003,121,121,121
05/12/2003,121,121,121
08/12/2003,122,122,122
09/12/2003,123,123,123
10/12/2003,122,122,122
11/12/2003,122,122,122
12/12/2003,123,123,123
15/12/2003,122,122,122
16/12/2003,123,123,123
17/12/2003,123,123,123
18/12/2003,124,124,124
19/12/2003,124,124,124
22/12/2003,124,124,124
23/12/2003,124,124,124
24/12/2003,124,124,124
25/12/2003,0,124,124
26/12/2003,0,0,124
29/12/2003,125,125,125
30/12/2003,125,125,125
31/12/2003,126,126,126
01/01/2004,0,126,126
02/01/2004,126,126,126
05/01/2004,127,127,127
06/01/2004,128,128,128
07/01/2004,127,127,127
08/01/2004,126,126,126
09/01/2004,127,127,127
12/01/2004,128,128,128
13/01/2004,127,127,127
14/01/2004,127,127,127
15/01/2004,126,126,126
16/01/2004,125,125,125
19/01/2004,124,124,124
20/01/2004,125,125,125
21/01/2004,126,126,126
22/01/2004,127,127,127
23/01/2004,127,127,127
26/01/2004,126,126,126
27/01/2004,125,125,125
28/01/2004,126,126,126
29/01/2004,125,125,125
30/01/2004,124,124,124
02/02/2004,125,125,125
03/02/2004,126,126,126
04/02/2004,125,125,125
05/02/2004,126,126,126
06/02/2004,125,125,125
09/02/2004,127,127,127
10/02/2004,128,128,128
11/02/2004,127,127,127
12/02/2004,128,128,128
13/02/2004,128,128,128
16/02/2004,127,127,127
